우편번호|시도|시군구|읍면|사서함명|시작사서함주번호|시작사서함부번호|끝사서함주번호|끝사서함부번호|구우편번호
11101|경기도|포천시|관인면|사서함|105|1|||
11101|경기도|포천시|관인면|사서함|105|10|||
11101|경기도|포천시|관인면|사서함|105|12|||
11101|경기도|포천시|관인면|사서함|105|28|||
11101|경기도|포천시|관인면|사서함|105|5|||
11101|경기도|포천시|관인면|사서함|105|7|105|8|
11189|경기도|포천시|내촌면|포천내촌우체국사서함|1||5||
11759|경기도|포천시|소흘읍|사서함|130|17|||
11175|경기도|포천시|소흘읍|포천송우우체국사서함|1||50||
11158|경기도|포천시|신북면|사서함|118|39|118|42|
11759|경기도|포천시|영북면|사서함|130|19|||
24513|강원도|양구군|동면|사서함|97|33|||
24513|강원도|양구군|방산면|사서함|97|32|||
24513|강원도|양구군|양구읍|사서함|97|1|97|8|
24513|강원도|양구군|동면|사서함|97|35|||
24513|강원도|양구군|방산면|사서함|97|30|||
24513|강원도|양구군|남면|사서함|97|27|||
24651|강원도|인제군|남면|사서함|81|23|||
24651|강원도|인제군|남면|사서함|81|24|||
24652|강원도|인제군|남면|사서함|81|25|||
25160|강원도|홍천군|두촌면|사서함|81|26|||
24651|강원도|인제군|남면|사서함|81|27|||
24631|강원도|인제군|인제읍|인제우체국 사서함|1||||
24108|강원도|화천군|상서면|사서함|104|35|||
51533|경상남도|창원시 성산구||현대위아사서함|391|8|||
21552|인천광역시|남동구||남인천우체국사서함|1||99||
25108|강원도|홍천군|남면|양덕원우체국사서함|1|1|1|13|
48002|부산광역시|해운대구||해운대우체국사서함|1||100||
11922|경기도|구리시||구리우체국사서함|1||799||
25139|강원도|홍천군|홍천읍|홍천우체국사서함|1||||
25139|강원도|홍천군|홍천읍|홍천우체국사서함|3||||
25139|강원도|홍천군|홍천읍|홍천우체국사서함|5||||
25139|강원도|홍천군|홍천읍|홍천우체국사서함|6||||
25139|강원도|홍천군|홍천읍|홍천우체국사서함|8||||
25139|강원도|홍천군|홍천읍|홍천우체국사서함|7||||
25139|강원도|홍천군|홍천읍|홍천우체국사서함|15||||
24108|강원도|화천군|화천읍|사서함|104|1|||
24108|강원도|화천군|화천읍|사서함|104|17|||
24108|강원도|화천군|화천읍|사서함|104|21|104|22|
24108|강원도|화천군|화천읍|사서함|104|34|||
24108|강원도|화천군|화천읍|사서함|104|4|||
24108|강원도|화천군|화천읍|사서함|104|6|||
24108|강원도|화천군|화천읍|사서함|104|8|||
25234|강원도|횡성군|횡성읍|횡성우체국사서함|1||13||
12418|경기도|가평군|가평읍|가평우체국사서함|1||30||
12402|경기도|가평군|가평읍|사서함|567|1|567|20|
12402|경기도|가평군|가평읍|사서함|567|22|567|28|
12437|경기도|가평군|상면|사서함|102|17|||
12437|경기도|가평군|상면|사서함|102|21|102|30|
11759|경기도|가평군|상면|사서함|130|16|||
12437|경기도|가평군|조종면|사서함|102|1|102|16|
12437|경기도|가평군|조종면|사서함|102|18|102|20|
12437|경기도|가평군|조종면|사서함|102|31|102|35|
12402|경기도|가평군|청평면|사서함|567|21|||
10449|경기도|고양시 일산동구||고양우편집중국사서함|1||20||
10401|경기도|고양시 일산동구||고양일산우체국사서함|1||150||
10319|경기도|고양시 일산동구||사서함|110|1|110|27|
13834|경기도|과천시||과천우체국사서함|1||123||
14248|경기도|광명시||광명우체국사서함|1||99||
12746|경기도|광주시||경기광주우체국사서함|1||56||
24513|강원도|양구군|양구읍|사서함|97|12|||
15829|경기도|군포시||군포우체국사서함|1||99||
10098|경기도|김포시||김포우체국사서함|1||99||
11759|경기도|남양주시|별내면|사서함|130|16|||
11759|경기도|남양주시|별내면|사서함|130|53|||
11759|경기도|남양주시|진접읍|사서함|130|16|||
11759|경기도|남양주시|퇴계원읍|사서함|130|19|||
11759|경기도|남양주시|퇴계원읍|사서함|130|21|||
12218|경기도|남양주시||남양주우체국사서함|1||700||
11312|경기도|동두천시||동두천우체국사서함|1||99||
11021|경기도|동두천시||사서함|106|36|||
11021|경기도|동두천시||사서함|106|38|||
11759|경기도|동두천시||사서함|130|15|||
11335|경기도|동두천시||사서함|92|1|92|27|
11506|경기도|동두천시||사서함|94|30|||
14725|경기도|부천시||남부천우체국사서함|1||99||
14442|경기도|부천시||부천우체국사서함|1||99||
14442|경기도|부천시||부천우편집중국사서함|1||99||
14435|경기도|부천시||사서함|48||||
14546|경기도|부천시||사서함|49||||
14441|경기도|부천시||사서함|87||||
14402|경기도|부천시||사서함|88||||
13590|경기도|성남시 분당구||성남분당우체국사서함|1||200||
25115|강원도|홍천군|북방면|사서함|101|8|||
25115|강원도|홍천군|홍천읍|사서함|101|23|||
25115|강원도|홍천군|북방면|사서함|101|5|||
25115|강원도|홍천군|남면|사서함|101|21|||
25115|강원도|홍천군|남면|사서함|101|20|||
59676|전라남도|여수시||여수우체국사서함|130||||
59676|전라남도|여수시||여수우체국사서함|137||||
25115|강원도|홍천군|남면|사서함|101|10|||
25115|강원도|홍천군|남면|사서함|101|11|||
25115|강원도|홍천군|남면|사서함|101|12|||
25115|강원도|홍천군|남면|사서함|101|13|||
25002|강원도|양양군|강현면|사서함|123|1|123|13|
25115|강원도|홍천군|북방면|사서함|101|2|||
25115|강원도|홍천군|북방면|사서함|101|3|||
25115|강원도|홍천군|북방면|사서함|101|9|||
25115|강원도|홍천군|북방면|사서함|101|18|||
25115|강원도|홍천군|북방면|사서함|101|19|||
25115|강원도|홍천군|홍천읍|사서함|101|17|||
26233|강원도|영월군|영월읍|사서함|1||||
25115|강원도|홍천군|북방면|사서함|101|7|||
25115|강원도|홍천군|홍천읍|사서함|101|22|||
25115|강원도|홍천군|북방면|사서함|101|1|||
59616|전라남도|여수시||여수삼일동우체국사서함|1||12||
59741|전라남도|여수시||여수동문동우체국사서함|41||||
59741|전라남도|여수시||여수동문동우체국사서함|30||||
24626|강원도|인제군|인제읍|사서함|100|6|||
59741|전라남도|여수시||여수동문동우체국사서함|72||||
59676|전라남도|여수시||여수우체국사서함|128||||
59741|전라남도|여수시||여수동문동우체국사서함|1||||
59741|전라남도|여수시||여수동문동우체국사서함|73||||
24200|강원도|춘천시|사북면|사서함|114|12|||
24604|강원도|인제군|서화면|사서함|100|11|||
24607|강원도|인제군|북면|사서함|100|12|||
24606|강원도|인제군|북면|사서함|100|14|||
24605|강원도|인제군|북면|사서함|100|18|||
10498|경기도|고양시 덕양구||고양덕양우체국사서함|1||900||
24513|강원도|양구군|양구읍|사서함|97|17|||
24513|강원도|양구군|양구읍|사서함|97|15|||
24513|강원도|양구군|양구읍|사서함|97|11|||
